index	STRING	DESC
13004004	封印中(可封印次數: %d次)	[??? ??] ?? ? ??? ?? ??
13004005	可封印次數(+ %d次)	[??? ??] ???? ?? ??? ? ??? ??
13004006	可封印次數(%d次 ~ %d次)	[??? ??] ?? ?? ??? ?? ??? ???? ??? ?? ??? ??
13004007	確定要解除%s物品的封印嗎?\n請注意!解除封印後的物品將變更成原本的屬性	[??? ??] ?? ?? ? ??? ???
13004008	已解除%s物品的封印	[??? ??] ?? ?? ?? ? ?? ? ??
13004009	該物品無法登錄	[??? ??] ?? ?? ?? ?? ? ? ?? ??? ?? ? ??
13004010	封印次數不足	[??? ??] ?? ?? ?? ?? ??? 0 ?? ?? ??
13004011	封印物品所需的Ely不足	[??? ??] ??? ??? ??? ?? ? ?? ??
13004012	封印物品所需的消耗物品不足	[??? ??] ??? ??? ??? ?? ??, ?? ?? ???? ??? ?? ??
13004013	物品封印後可交易並儲存倉庫，亦可透過拍賣場、郵件、個人&代理商店進行交易	[??? ??] ??? ?? ?? ??? ???? ?? ????? ??? ??? ?? ??
13004014	封印物品不可登錄強化	[??? ??] ?? ? ??? ???? ?? ? ??
13004015	封印物品不可登錄鑲嵌	[??? ??] ?? ? ??? ??? ?? ?? ? ??
13004016	封印物品不可登錄寵物視窗	[??? ??] ?? ? ??? ???? ?? ?? ? ??
13004017	封印物品不可登錄物品圖鑑	[??? ??] ?? ? ??? ??? ?? ?? ?? ? ??
13004018	封印物品不可重新分配屬性	[??? ??] ?? ? ??? ?? ??? ?? ?? ? ??
13004019	封印物品不可登錄材料	[??? ??] ?? ? ??? ?? ?? ?? ?? ? ??
13004020	%s物品已封印	[??? ??] ?? ?? ? ?? ?? ?? ??? ??
13004021	物品封印後不可販賣商店和破壞	[??? ??] ?? ? ???? ?? ?? ?? ? ?? 
6100074	漂流都市任務	??? ?. ??? ?? ??. ??
13004022	鎖住的封印物品不可解除封印	[??? ??] ?? ? ?? ??? ?? ??? ???? ??
1020369	鑲嵌成功率%+d%%	??? ??? ??.
9007027	需要%s	[???] ?????? ?? ?? ????? (??)
9007028	需要%s或%s	[???] ?????? ?? ?? ????? (??)
9007029	需要%s和%s	[???] ?????? ?? ?? ????? (??)
27000198	已變更所屬公會的名稱，請透過公會選單(G)確認。	[???? ???] ?? ?? ??
90022	日本MOTP訊息	?? MOTP ???
40100001	背包空間不足，請先整理物品後再領取	[?? ?? ??] ?? ??
40100002	%d額外成長	[?? ?? ??] ?? ?? - ??
40100003	%s	[?? ?? ??] ?? ?? - ???
40100004	%s x%d	[?? ?? ??] ?? ?? - ??? ??
40100005	%s	[?? ?? ??] ?? ?? - ???
40100006	已獲得額外成長獎勵	[?? ?? ??] ?? ?? - ??
40100007	已獲得物品獎勵	[?? ?? ??] ?? ?? - ???
40100008	已獲得效果獎勵\n※Buff獎勵已更新	[?? ?? ??] ?? ?? - ???
40100009	補充時間: %d/%d分 	[?? ?? ??] ?? ?? - ???
40100010	全數補充完畢	[?? ?? ??] ?? ?? - ?? ??
40100011	成長次數: %d/%d次	[?? ?? ??] ?? ?? - ?? ?
40100012	已全數成長	[?? ?? ??] ?? ?? - ?? ??
40100013	[吃星星的樹]的星星計量條已充滿	[?? ?? ??] ? ?? ??? ??
40100014	星星計量條已充滿故無法使用	[?? ?? ??] ? ?? ??? ??
40100015	星星補充次數已用盡故無法使用	[?? ?? ??] ? ?? ??? ??
55000005	網咖好康時間已結束，效果消失	[pc?] PC? ??? ??? ?? ???? ???
83000102	深夜餐廳	????? [??] ??? ???
6100075	大亂鬥任務	??? ?. ??? ?? ??. ??
51000062	使用格鬥場時無法使用	[PVP] ??? ?? ? ?? ??? ?? ??
51000063	3on3 格鬥。以1:1的方式進行。	3on3 ?? ?? ?? ???
51000100	個人格鬥	[???] ?? ?? UI
51000101	延長賽	[???] ?? ?? UI
51000102	組隊格鬥	[???] ?? ?? UI
51000103	3 on 3	[???] ?? ?? UI
4007011	時效到期，[%s]技能已刪除	??? ?? ??? ????? ? ???? ???
4007012	時效到期，[%s]稱號已刪除	??? ??? ??? ????? ? ???? ???
31000014	時效到期的物品無法登錄	??? ??? ??? ?? ? ?????
31000015	封印中的物品無法登錄	??? ??? ?? ? ?? ???
1040004	[時效到期]	?? ??? ??? ?? ??.
40200001	愛麗絲的禮物點數增加%d	[???? ??] ??? ?? ???
40200002	3天後將初始化	[???? ??] ??? ?? ??? 3?
40200003	2天後將初始化	[???? ??] ??? ?? ??? 2?
40200004	明天將初始化!動作快呀!!	[???? ??] ??? ?? ??? 1?
40200005	恭喜你!愛麗絲的禮物獎勵已經發送囉!請確認禮物福袋。	[???? ??] ?? ?? ??? ???
40200006	購買/送禮商城物品時點數將增加	[???? ??] ??? - ???
40200007	達到目標點數後可獲得獎勵	[???? ??] ??? - ?? ??
40200008	每次達到目標點數都可以重複獲得獎勵	[???? ??] ??? - ?? ??
40200009	每個月的1日0時，等級和點數都將初始化且獎勵變更。	[???? ??] ??? - ??? ???
40200010	初次購買/送禮商城物品時可以獲得禮物喔!	[???? ??] ??? ??
84000017	確定要自動登錄[%s]物品嗎?\n設定的物品將自動登錄至全數耗盡時，且嘗試登錄的物品將消失	[??? ??] ?? ??
1226001	技能初始化	?? ??? ?? ???
1226002	需要物品: [%s]	?? ??? ??? ??? ?? ??
1226003	需要[%s]物品	?? ??? ? ??? ??? ?? ?? ?? ???? ???? ???
1226004	Ely: [%d]	?? ??? ??? Ely ?? ??
1226005	需要[%d]Ely	?? ??? ? Ely ??? ?? ?? ?? ???? ???? ???
1226006	點擊“是”將技能點數初始化。	?? ??? ?? ??
31000001	無法登錄的物品	?? ?? ??? ?? ? ???? ???? ?? ??? (??? '0' ? ??)
31000002	無法登錄的物品	?? ?? ??? ?? ? ???? ???? ?? ??? (??? ? ??? ?? ??)
31000003	確定要在%d號位置刻上花紋嗎?	??? ??? ?? ?? ????? ?? ??? ???
31000004	確定要將%d號位置的花紋洗掉後重刻嗎?	??? ??? ????? ?? ??? ???
31000005	花紋效果將持續%d天%d小時	?? ? ?? ?? ?? (??)
31000006	花紋效果將持續%d小時	?? ? ?? ?? ?? (??)
31000007	雕刻花紋所需的物品數量不足	?? ? ?? ?? ?? (??? ??)
31000008	[%s]物品的花紋效果時效到期已予以刪除	??? ???? ?? ??? ??? ?? ???? ??? ???
31000009	花紋欄位: %d	??? ???? ?? ??
31000010	花紋1. 	??? ??? ?? ?? ??
31000011	花紋2. 	??? ??? ?? ?? ??
31000012	花紋3. 	??? ??? ?? ?? ??
31000013	花紋4. 	??? ??? ?? ?? ??
51000046	組隊格鬥，且不可復活	?? ?? ?? ?? ?? ???
51000047	不可復活的格鬥模式	?? ?? ?? ?? ?? ???
51000048	格鬥場配對已取消	?? ?? ??
51000049	確定要取消格鬥場配對嗎?	?? ?? ??
51000050	%s格鬥場已配對完成，確定要移動嗎?	?? ?? ??? ???
51000052	格鬥場進場已取消	?? ?? ??? ?? ?? ???
51000053	其他玩家已取消配對	?? ??? ?? ??? ?? ??? ?
51000054	和%S配對成功，請於時間結束前點擊申請進場	?? ?? UI  ???
51000055	剩餘時間 …	?? ?? UI  ???
51000056	申請進入格鬥場時不可使用此技能	??? ?? ?? ?????
51000057	申請格鬥場中的玩家不可使用此技能	??? ?? ?? ???? ???? ? ??? ?? ?? ?
51000058	返回Buff剩下不到5分鐘時不可申請進場	?? ??? ??? ?? ??
51000059	格鬥場進場已取消	?? ???? ?? ?? ??? ?? ?? ????
51000060	申請格鬥場中的角色不可申請	?? ?? ???? ?? ??? ? ?
51000061	已申請格鬥場中	??? ??? ?? ??? ????
1020488	任務獎勵強化 +%d%%	??? ??? ??.
9011012	結束販賣的物品	???? ??? ?? ?? ??? ? ???? ?? _CategoryView n
13002107	獲得%d  X%s	?? ?? ???
13002108	獲得%d  X%s、%d  X%s 	?? ?? ??? 2?
13002109	獲得%d  X%s、%d  X%s、%d  X%s	?? ?? ??? 3?
13002110	獲得%d  X%s、%d  X%s、%d、X%s、%d  X%s??	?? ?? ??? 4?
13002111	獲得%d  X%s、%d  X%s、%d、X%s、%d  X%s	?? ?? ??? 5?
17200002	[%s]獲得[%s,%s]從[%s]	[??] ?? ?? ??? ?????
17200003	[%s]獲得[%s,%s%s]從[%s]	[??] ?? ?? ??? ?????
17200004	[%s]獲得[%s,%s%s,%s]從[%s]	[??] ?? ?? ??? ?????
17200005	[%s]獲得[%s,%s%s,%s,%s]從[%s]	[??] ?? ?? ??? ?????
1070001	燃燒伺服器專用商城物品警告訊息	?? ?? ?? ?? ???. ?? ?? ??? ? ?? ??? ? ???? ??? ?? ??
18000019	隊伍配對中無法使用此功能	?? ??
51000064	確認格鬥場人數後請點擊申請進場鍵	PVP ?? ?? 
2758		
2759		
2760		
2761		
2762		
2763		
2764		
2765		
2766		
2767		
2768		
2769		
2770		
2771		
2772		
2773		
2774		
2775		
2776		
2777		
2778		
2779		
2780		
2781		
2782		
2783		
2784		
2785		
2786		
2787		
2788		
2789		
2790		
2791		
2792		
2793		
2794		
2795		
2796		
2797		
2798		
2799		
2800		
2801		
2802		
2803		
2804		
2805		
2806		
2807		
2808		
2809		
2810		
2811		
2812		
2813		
2814		
2815		
2816		
2817		
2818		
2819		
2820		
2821		
2822		
2823		
2824		
2825		
2826		
2827		
2828		
2829		
2830		
2831		
2832		
2833		
2834		
2835		
2836		
2837		
2838		
2839		
2840		
2841		
2842		
2843		
2844		
2845		
2846		
2847		
2848		
2849		
2850		
2851		
2852		
2853		
2854		
2855		
2856		
2857		
2858		
2859		
2860		
2861		
2862		
2863		
2864		
2865		
2866		
2867		
2868		
2869		
2870		
2871		
2872		
2873		
2874		
2875		
2876		
2877		
2878		
2879		
2880		
2881		
2882		
2883		
2884		
2885		
2886		
2887		
2888		
2889		
2890		
2891		
2892		
2893		
2894		
2895		
2896		
2897		
2898		
2899		
2900		
2901		
2902		
2903		
2904		
2905		
2906		
2907		
2908		
2909		
2910		
2911		
2912		
2913		
2914		
2915		
2916		
2917		
2918		
2919		
2920		
2921		
2922		
2923		
2924		
2925		
2926		
2927		
2928		
2929		
2930		
2931		
2932		
2933		
2934		
2935		
2936		
2937		
2938		
2939		
2940		
2941		
2942		
2943		
2944		
2945		
2946		
2947		
2948		
2949		
2950		
2951		
2952		
2953		
2954		
2955		
2956		
2957		
2958		
2959		
2960		
2961		
2962		
2963		
2964		
2965		
2966		
2967		
2968		
2969		
2970		
2971		
2972		
2973		
2974		
2975		
2976		
2977		
2978		
2979		
2980		
2981		
2982		
2983		
2984		
2985		
2986		
2987		
2988		
2989		
2990		
2991		
2992		
2993		
2994		
2995		
2996		
2997		
2998		
2999		
3000		
